name,num_rows,num_cols,nnz,avg_nnz_per_row,min_nnz_per_row,max_nnz_per_row,std_dev_nnz_per_row,avg_nnz_density_per_row,min_nnz_density_per_row,max_nnz_density_per_row,std_dev_nnz_density_per_row,K,best_num_partitions,best_max_bucket_width,autotuning_time(s),exe_time_hyb(ms),exe_time_naive(ms),speed_to_naive
webbase-1M,1000005,1000005,3105536,3.105520472,1,4700,25.34520973,3.11e-06,1e-06,0.0046999765,2.53e-05,32,1,8,128.7436048,0.474911,0.668242,1.40709
roadNet-PA,1090920,1090920,3083796,2.826784732,0,9,1.025784325,2.59e-06,0.0,8.25e-06,9.4e-07,32,1,8,369.2990559,0.515246,0.663921,1.28855
TSOPF_RS_b300_c2,28338,28338,2943887,103.8847837,1,209,102.4046036,0.003665917979,3.53e-05,0.00737525584,0.003613684931,32,1,32,44.04108035,0.148992,0.166789,1.11945
matrix-new_3,125329,125329,2678750,21.3737443,12,9358,42.77181824,0.0001705410903,9.57e-05,0.07466747521,0.0003412763067,32,1,8,103.4831916,0.199649,0.939407,4.70529
nxp1,414604,414604,2656177,6.406539734,1,53699,84.66719068,1.55e-05,2.41e-06,0.1295187697,0.0002042121897,32,1,16,264.9517023,0.349942,4.853136,13.8684
ASIC_320k,321821,321821,2635364,8.18891247,1,203800,502.951409,2.54e-05,3.11e-06,0.6332712906,0.001562829676,32,1,64,3299.166731,0.379034,15.687086,41.387
vsp_msc10848_300sep_100in_1Kout,21996,21996,2442056,111.0227314,1,722,49.29745318,0.005047405501,4.55e-05,0.03282414985,0.002241200818,32,2,16,30.93504084,0.138076,0.175892,1.27388
net4-1,88343,88343,2441727,27.63916779,2,4791,85.30254346,0.0003128620014,2.26e-05,0.05423180105,0.0009655835036,32,1,32,78.35247814,0.159887,0.498084,3.11523
TSOPF_FS_b162_c4,40798,40798,2398220,58.78278347,1,20054,495.4621955,0.001440825125,2.45e-05,0.4915437031,0.01214427657,32,1,64,247.6683175,0.172052,1.507574,8.76232
c-big,345241,345241,2341011,6.780802396,2,19578,36.44413362,1.96e-05,5.79e-06,0.05670821252,0.0001055614299,32,1,16,245.7505227,0.332779,1.962199,5.8964
Stanford,281903,281903,2312497,8.203165628,0,38606,166.3316431,2.91e-05,0.0,0.1369478154,0.0005900314756,32,1,64,372.9892086,0.326871,3.418818,10.4592
gupta1,31802,31802,2164210,68.0526382,3,8413,360.302936,0.002139885485,9.43e-05,0.2645431105,0.01132956846,32,2,32,141.6980967,0.134646,0.683162,5.07376
matrix_9,103430,103430,2121550,20.51194044,12,4057,17.79379203,0.000198317127,0.000116020497,0.03922459635,0.0001720370495,32,1,8,747.1562431,0.148869,0.4557,3.06108
darcy003,389874,389874,2101242,5.389541236,2,7,1.964505459,1.38e-05,5.13e-06,1.8e-05,5.04e-06,32,1,16,41.50641793,0.317891,0.365353,1.1493
analytics,303813,303813,2006126,6.603160497,1,25666,131.4042539,2.17e-05,3.29e-06,0.08447959765,0.00043251689,32,1,128,385.4500683,0.271749,2.0881,7.68393
rajat24,358172,358172,1948235,5.439383871,1,105296,180.1159959,1.52e-05,2.79e-06,0.2939816624,0.0005028757018,32,1,16,2170.292091,0.289034,8.947271,30.9558
opt1,15449,15449,1930655,124.9695773,44,243,42.49478438,0.008089169352,0.002848080782,0.01572917341,0.002750649517,32,4,16,41.34990799,0.102164,0.115856,1.13402
Zd_Jac3,22835,22835,1916152,83.91294066,1,1050,191.3900959,0.003674751069,4.38e-05,0.04598204511,0.008381436213,32,1,16,66.8543887,0.101427,0.153661,1.51499
loc-Gowalla,196591,196591,1900654,9.668062119,1,14730,53.57755182,4.92e-05,5.09e-06,0.07492713298,0.0002725330856,32,1,16,195.3333858,0.215532,1.265592,5.87194
rajat21,411676,411676,1893370,4.599175079,1,118689,188.7726632,1.12e-05,2.43e-06,0.2883068238,0.0004585466804,32,1,64,1393.64766,0.280852,9.912422,35.2941
appu,14000,14000,1853104,132.3645714,12,294,36.49445871,0.009454612245,0.0008571428571,0.021,0.00260674705,32,1,16,8.463417929,0.106076,0.119122,1.12299
com-Amazon,334863,334863,1851744,5.529855493,1,549,5.761629945,1.65e-05,2.99e-06,0.001639476443,1.72e-05,32,1,16,48.95207494,0.362424,0.438057,1.20869
TSOPF_FS_b162_c3,30798,30798,1801300,58.48756413,1,15054,428.0593387,0.001899070204,3.25e-05,0.4887979739,0.01389893301,32,1,64,150.0812824,0.12631,1.176504,9.31442
fem_filter,74062,74062,1731206,23.37509114,5,565,66.30672441,0.0003156151757,6.75e-05,0.007628743485,0.0008952867112,32,1,16,260.8863943,0.11305,0.129731,1.14755
Zd_Jac6,22835,22835,1711983,74.97188526,1,1050,175.4823306,0.003283200581,4.38e-05,0.04598204511,0.007684796609,32,2,16,58.39016219,0.092928,0.136489,1.46876
Zd_Jac2,22835,22835,1642833,71.94363915,1,924,164.3953419,0.003150586343,4.38e-05,0.04046419969,0.007199270502,32,1,16,66.84832546,0.0889344,0.134676,1.51433
sparsine,50000,50000,1548988,30.97976,6,56,11.1545269,0.0006195952,0.00012,0.00112,0.000223090538,32,2,32,57.09537494,0.116654,0.133284,1.14256
boyd2,466316,466316,1500397,3.217554191,2,93262,194.9120709,6.9e-06,4.29e-06,0.1999974266,0.0004179828075,32,1,64,3918.261462,0.320993,8.109906,25.2651
web-NotreDame,325729,325729,1497134,4.596256397,0,3445,21.47670008,1.41e-05,0.0,0.0105762766,6.59e-05,32,1,16,291.1259518,0.16126,0.45397,2.81514
SiO,33401,33401,1317655,39.44956738,7,584,58.02042613,0.00118108941,0.0002095745636,0.01748450645,0.001737086498,64,2,16,121.4365207,0.119153,0.134973,1.13277
c-73,169422,169422,1279274,7.550813944,2,39937,151.4940063,4.46e-05,1.18e-05,0.2357249944,0.0008941814304,32,1,64,773.705684,0.156385,2.737848,17.5071
c-73b,169422,169422,1279274,7.550813944,2,39937,151.4940063,4.46e-05,1.18e-05,0.2357249944,0.0008941814304,32,1,64,733.1677294,0.158628,2.661919,16.7809
std1_Jac2,21982,21982,1248731,56.80697844,1,898,145.5875271,0.00258424977,4.55e-05,0.04085160586,0.006623033715,32,1,32,51.79718818,0.0695194,0.116255,1.67227
msc10848,10848,10848,1229778,113.3644912,45,723,48.09385873,0.01045026651,0.004148230088,0.06664823009,0.004433430931,32,2,16,42.49128588,0.071721,0.083917,1.17005
mycielskian13,6143,6143,1227742,199.8603288,12,3071,247.0151431,0.03253464575,0.001953442943,0.4999186065,0.04021083234,32,1,32,15.23762067,0.0748749,0.239995,3.20528
caidaRouterLevel,192244,192244,1218132,6.336385011,1,1071,14.13997134,3.3e-05,5.2e-06,0.00557104513,7.36e-05,32,1,32,51.52384157,0.167782,0.205251,1.22332
language,399130,399130,1216334,3.047463233,1,11555,20.71000311,7.64e-06,2.51e-06,0.02895046727,5.19e-05,32,1,8,81.05953231,0.244388,1.160602,4.74901
boyd1,93279,93279,1211231,12.98503414,3,93261,653.397365,0.0001392064039,3.22e-05,0.9998070305,0.007004763827,32,8,32,1304.720071,0.123054,6.044478,49.1205
Linux_call_graph,324085,324085,1208908,3.730218924,0,712,5.450264334,1.15e-05,0.0,0.002196954503,1.68e-05,32,1,16,70.7361028,0.151101,0.212152,1.40404
vsp_finan512_scagr7-2c_rlfddd,139752,139752,1104040,7.899994276,1,669,15.17126462,5.65e-05,7.16e-06,0.004787051348,0.0001085584794,32,1,8,82.23486374,0.12117,0.165673,1.36728
3D_51448_3D,51448,51448,1056610,20.53743586,12,5671,28.40330925,0.0003991882261,0.0002332452185,0.1102278028,0.000552078006,32,1,8,225.0937538,0.0813875,0.49366,6.06555
ibm_matrix_2,51448,51448,1056610,20.53743586,12,5671,28.40330925,0.0003991882261,0.0002332452185,0.1102278028,0.000552078006,32,1,8,225.6668343,0.078889,0.49495,6.27401
case39,40216,40216,1042160,25.91406405,1,20024,316.2263181,0.0006443719926,2.49e-05,0.4979112791,0.007863196691,32,1,32,92.86540118,0.0890266,1.533225,17.2221
