name,num_rows,num_cols,nnz,avg_nnz_per_row,min_nnz_per_row,max_nnz_per_row,std_dev_nnz_per_row,avg_nnz_density_per_row,min_nnz_density_per_row,max_nnz_density_per_row,std_dev_nnz_density_per_row,K,best_num_partitions,best_max_bucket_width,autotuning_time(s),exe_time_hyb(ms),exe_time_naive(ms),speed_to_naive
soc-LiveJournal1,4847571,4847571,68993773,14.23264827,0,20293,36.08028044,2.94E-06,0,0.004186220274,7.44E-06,32,1,16,986.9550487,9.35805,10.174976,1.0873
soc-LiveJournal1,4847571,4847571,68993773,14.23264827,0,20293,36.08028044,2.94E-06,0,0.004186220274,7.44E-06,64,1,8,970.1637144,17.2213,19.032566,1.10518
soc-LiveJournal1,4847571,4847571,68993773,14.23264827,0,20293,36.08028044,2.94E-06,0,0.004186220274,7.44E-06,128,1,8,1240.001446,34.8663,38.189335,1.09531
soc-LiveJournal1,4847571,4847571,68993773,14.23264827,0,20293,36.08028044,2.94E-06,0,0.004186220274,7.44E-06,256,1,8,1868.511638,70.0364,76.223885,1.08835
soc-LiveJournal1,4847571,4847571,68993773,14.23264827,0,20293,36.08028044,2.94E-06,0,0.004186220274,7.44E-06,512,1,1,130.0391141,inf,inf,nan
vas_stokes_2M,2146677,2146677,65129037,30.33946747,1,637,37.18462865,1.41E-05,4.66E-07,0.000296737702,1.73E-05,32,2,16,973.9067736,4.82811,3.98547,0.825472
vas_stokes_2M,2146677,2146677,65129037,30.33946747,1,637,37.18462865,1.41E-05,4.66E-07,0.000296737702,1.73E-05,64,1,8,863.6896906,7.52841,6.603192,0.877103
vas_stokes_2M,2146677,2146677,65129037,30.33946747,1,637,37.18462865,1.41E-05,4.66E-07,0.000296737702,1.73E-05,128,1,8,1097.864925,15.1905,13.414513,0.883086
vas_stokes_2M,2146677,2146677,65129037,30.33946747,1,637,37.18462865,1.41E-05,4.66E-07,0.000296737702,1.73E-05,256,1,8,1501.760198,30.5271,26.321827,0.862245
vas_stokes_2M,2146677,2146677,65129037,30.33946747,1,637,37.18462865,1.41E-05,4.66E-07,0.000296737702,1.73E-05,512,1,8,2349.780331,61.4437,51.851452,0.843886
